sample,timestamp_ms,altitude_ft,phase,motor_pos,heading_error_deg,p_term,i_term,loiter_step
2627,26270,526.69,3,0.7000,27.22,0.245021,1.753346,2
2628,26280,526.35,3,0.7000,27.35,0.246143,1.780695,2
2629,26290,526.14,3,0.7000,27.47,0.247240,1.808166,2
2630,26300,525.66,3,0.7000,27.59,0.248313,1.835757,2
2631,26310,525.55,3,0.7000,27.71,0.249361,1.863463,2
2632,26320,525.10,3,0.7000,27.82,0.250384,1.891284,2
2633,26330,524.95,3,0.7000,27.93,0.251381,1.919215,2
2634,26340,524.81,3,0.7000,28.04,0.252354,1.947254,2
2635,26350,524.70,3,0.7000,28.14,0.253302,1.975399,2
2636,26360,524.26,3,0.7000,28.25,0.254224,2.003646,2
2637,26370,524.05,3,0.7000,28.35,0.255120,2.031993,2
2638,26380,523.76,3,0.7000,28.44,0.255991,2.060436,2
2639,26390,523.53,3,0.7000,28.54,0.256837,2.088974,2
2640,26400,523.20,3,0.7000,28.63,0.257657,2.117602,2
2641,26410,523.10,3,0.7000,28.72,0.258451,2.146319,2
2642,26420,522.90,3,0.7000,28.80,0.259219,2.175121,2
2643,26430,522.68,3,0.7000,28.88,0.259962,2.204006,2
2644,26440,522.32,3,0.7000,28.96,0.260678,2.232970,2
2645,26450,522.21,3,0.7000,29.04,0.261368,2.262011,2
2646,26460,521.74,3,0.7000,29.11,0.262033,2.291126,2
2647,26470,521.39,3,0.7000,29.19,0.262670,2.320312,2
2648,26480,521.17,3,0.7000,29.25,0.263282,2.349565,2
2649,26490,520.93,3,0.7000,29.32,0.263868,2.378884,2
2650,26500,520.54,3,0.7000,29.38,0.264427,2.408264,2
2651,26510,520.33,3,0.7000,29.44,0.264959,2.437704,2
2652,26520,520.15,3,0.7000,29.50,0.265465,2.467201,2
2653,26530,519.80,3,0.7000,29.55,0.265945,2.496750,2
2654,26540,519.44,3,0.7000,29.60,0.266398,2.526350,2
2655,26550,519.15,3,0.7000,29.65,0.266824,2.555997,2
2656,26560,519.06,3,0.7000,29.69,0.267223,2.585688,2
2657,26570,518.84,3,0.7000,29.73,0.267596,2.615421,2
2658,26580,518.63,3,0.7000,29.77,0.267942,2.645192,2
2659,26590,518.22,3,0.7000,29.81,0.268262,2.674999,2
2660,26600,518.13,3,0.7000,29.84,0.268554,2.704839,2
2661,26610,517.78,3,0.7000,29.87,0.268820,2.734707,2
2662,26620,517.64,3,0.7000,29.90,0.269058,2.764603,2
2663,26630,517.22,3,0.7000,29.92,0.269270,2.794522,2
2664,26640,517.03,3,0.7000,29.94,0.269455,2.824461,2
2665,26650,516.56,3,0.7000,29.96,0.269613,2.854418,2
2666,26660,516.39,3,0.7000,29.97,0.269744,2.884390,2
2667,26670,516.10,3,0.7000,29.98,0.269848,2.914373,2
2668,26680,515.93,3,0.7000,29.99,0.269925,2.944364,2
2669,26690,515.57,3,0.7000,30.00,0.269975,2.974362,2
2670,26700,515.31,3,0.7000,30.00,0.269998,3.004361,2
2671,26710,515.02,3,0.7000,30.00,0.269994,3.034361,2
2672,26720,514.84,3,0.7000,30.00,0.269963,3.064357,2
2673,26730,514.63,3,0.7000,29.99,0.269905,3.094346,2
2674,26740,514.45,3,0.7000,29.98,0.269821,3.124326,2
2675,26750,514.10,3,0.7000,29.97,0.269709,3.154294,2
2676,26760,513.85,3,0.7000,29.95,0.269570,3.184246,2
2677,26770,513.58,3,0.7000,29.93,0.269404,3.214180,2
2678,26780,513.40,3,0.7000,29.91,0.269211,3.244092,2
2679,26790,513.01,3,0.7000,29.89,0.268991,3.273980,2
2680,26800,512.74,3,0.7000,29.86,0.268745,3.303840,2
2681,26810,512.44,3,0.7000,29.83,0.268471,3.333671,2
2682,26820,512.26,3,0.7000,29.80,0.268171,3.363467,2
2683,26830,511.87,3,0.7000,29.76,0.267844,3.393228,2
2684,26840,511.71,3,0.7000,29.72,0.267490,3.422949,2
2685,26850,511.39,3,0.7000,29.68,0.267109,3.452628,2
2686,26860,511.21,3,0.7000,29.63,0.266702,3.482261,2
2687,26870,510.91,3,0.7000,29.59,0.266268,3.511847,2
2688,26880,510.65,3,0.7000,29.53,0.265807,3.541381,2
2689,26890,510.17,3,0.7000,29.48,0.265320,3.570861,2
2690,26900,510.12,3,0.7000,29.42,0.264806,3.600284,2
2691,26910,509.84,3,0.7000,29.36,0.264266,3.629647,2
2692,26920,509.55,3,0.7000,29.30,0.263699,3.658947,2
2693,26930,509.24,3,0.7000,29.23,0.263106,3.688180,2
2694,26940,509.00,3,0.7000,29.17,0.262487,3.717346,2
2695,26950,508.83,3,0.7000,29.09,0.261841,3.746439,2
2696,26960,508.68,3,0.7000,29.02,0.261169,3.775458,2
2697,26970,508.50,3,0.7000,28.94,0.260471,3.804399,2
2698,26980,508.26,3,0.7000,28.86,0.259747,3.833260,2
2699,26990,508.06,3,0.7000,28.78,0.258997,3.862038,2
2700,27000,507.76,3,0.7000,28.69,0.258222,3.890729,2
2701,27010,507.68,3,0.7000,28.60,0.257420,3.919331,2
2702,27020,507.45,3,0.7000,28.51,0.256592,3.947841,2
2703,27030,507.20,3,0.7000,28.42,0.255739,3.976257,2
2704,27040,506.95,3,0.7000,28.32,0.254861,4.004575,2
2705,27050,506.70,3,0.7000,28.22,0.253957,4.032792,2
2706,27060,506.48,3,0.7000,28.11,0.253027,4.060906,2
2707,27070,506.34,3,0.7000,28.01,0.252072,4.088914,2
2708,27080,506.21,3,0.7000,27.90,0.251092,4.116814,2
2709,27090,506.11,3,0.7000,27.79,0.250087,4.144601,2
2710,27100,505.93,3,0.7000,27.67,0.249057,4.172274,2
2711,27110,505.76,3,0.7000,27.56,0.248002,4.199830,2
2712,27120,505.63,3,0.7000,27.44,0.246922,4.227265,2
2713,27130,505.46,3,0.7000,27.31,0.245817,4.254579,2
2714,27140,505.23,3,0.7000,27.19,0.244688,4.281766,2
2715,27150,505.14,3,0.7000,27.06,0.243535,4.308826,2
2716,27160,505.06,3,0.7000,26.93,0.242357,4.335754,2
2717,27170,504.91,3,0.7000,26.79,0.241154,4.362549,2
2718,27180,504.74,3,0.7000,26.66,0.239928,4.389208,2
2719,27190,504.55,3,0.7000,26.52,0.238678,4.415728,2
2720,27200,504.33,3,0.7000,26.38,0.237404,4.442106,2
2721,27210,504.08,3,0.7000,26.23,0.236106,4.468340,2
2722,27220,503.85,3,0.7000,26.09,0.234784,4.494427,2
2723,27230,503.68,3,0.7000,25.94,0.233439,4.520365,2
2724,27240,503.38,3,0.7000,25.79,0.232071,4.546150,2
2725,27250,503.15,3,0.7000,25.63,0.230679,4.571781,2
2726,27260,502.87,3,0.7000,25.47,0.229265,4.597255,2
2727,27270,502.58,3,0.7000,25.31,0.227827,4.622570,2
2728,27280,502.38,3,0.7000,25.15,0.226367,4.647721,2
2729,27290,502.12,3,0.7000,24.99,0.224884,4.672709,2
2730,27300,502.03,3,0.7000,24.82,0.223379,4.697528,2
2731,27310,501.95,3,0.7000,24.65,0.221851,4.722178,2
2732,27320,501.83,3,0.7000,24.48,0.220301,4.746656,2
2733,27330,501.64,3,0.7000,24.30,0.218729,4.770960,2
2734,27340,501.44,3,0.7000,24.13,0.217135,4.795086,2
2735,27350,501.26,3,0.7000,23.95,0.215519,4.819033,2
2736,27360,501.09,3,0.7000,23.76,0.213882,4.842797,2
2737,27370,500.78,3,0.7000,23.58,0.212224,4.866378,2
2738,27380,500.47,3,0.7000,23.39,0.210544,4.889771,2
2739,27390,499.90,3,0.7000,23.20,0.208843,4.912976,2
2740,27400,499.69,3,0.7000,23.01,0.207121,4.935990,2
2741,27410,499.47,3,0.7000,22.82,0.205379,4.958810,2
2742,27420,499.28,3,0.7000,22.62,0.203616,4.981434,2
2743,27430,498.83,3,0.7000,22.43,0.201833,5.003860,2
2744,27440,498.67,3,0.7000,22.23,0.200029,5.026085,2
2745,27450,498.41,3,0.7000,22.02,0.198206,5.048108,2
2746,27460,498.20,3,0.7000,21.82,0.196363,5.069926,2
2747,27470,498.15,3,0.7000,21.61,0.194500,5.091537,2
2748,27480,497.98,3,0.7000,21.40,0.192617,5.112939,2
2749,27490,497.97,3,0.7000,21.19,0.190716,5.134130,2
2750,27500,497.84,3,0.7000,20.98,0.188795,5.155107,2
2751,27510,497.53,3,0.7000,20.76,0.186855,5.175868,2
2752,27520,497.32,3,0.7000,20.54,0.184897,5.196412,2
2753,27530,497.25,3,0.7000,20.32,0.182920,5.216736,2
2754,27540,497.02,3,0.7000,20.10,0.180925,5.236839,2
2755,27550,496.71,3,0.7000,19.88,0.178912,5.256719,2
2756,27560,496.49,3,0.7000,19.65,0.176881,5.276372,2
2757,27570,496.03,3,0.7000,19.43,0.174832,5.295798,2
2758,27580,495.78,3,0.7000,19.20,0.172766,5.314994,2
2759,27590,495.56,3,0.7000,18.96,0.170682,5.333959,2
2760,27600,495.42,3,0.7000,18.73,0.168582,5.352690,2
2761,27610,495.25,3,0.7000,18.50,0.166464,5.371186,2
2762,27620,495.07,3,0.7000,18.26,0.164330,5.389445,2
2763,27630,494.82,3,0.7000,18.02,0.162180,5.407465,2
2764,27640,494.48,3,0.7000,17.78,0.160013,5.425244,2
2765,27650,494.26,3,0.7000,17.54,0.157830,5.442781,2
2766,27660,493.86,3,0.7000,17.29,0.155632,5.460073,2
2767,27670,493.73,3,0.7000,17.05,0.153418,5.477120,2
2768,27680,493.45,3,0.7000,16.80,0.151188,5.493918,2
2769,27690,493.32,3,0.7000,16.55,0.148944,5.510468,2
2770,27700,493.20,3,0.7000,16.30,0.146684,5.526766,2
2771,27710,492.95,3,0.7000,16.05,0.144411,5.542811,2
2772,27720,492.73,3,0.7000,15.79,0.142122,5.558603,2
2773,27730,492.63,3,0.7000,15.54,0.139819,5.574138,2
2774,27740,492.58,3,0.7000,15.28,0.137502,5.589416,2
2775,27750,492.37,3,0.7000,15.02,0.135172,5.604435,2
2776,27760,492.24,3,0.7000,14.76,0.132828,5.619194,2
2777,27770,492.00,3,0.7000,14.50,0.130470,5.633690,2
2778,27780,491.60,3,0.7000,14.23,0.128100,5.647923,2
2779,27790,491.45,3,0.7000,13.97,0.125717,5.661892,2
2780,27800,491.11,3,0.7000,13.70,0.123322,5.675594,2
2781,27810,491.02,3,0.7000,13.43,0.120913,5.689029,2
2782,27820,490.80,3,0.7000,13.17,0.118493,5.702195,2
2783,27830,490.73,3,0.7000,12.90,0.116061,5.715091,2
2784,27840,490.42,3,0.7000,12.62,0.113618,5.727715,2
2785,27850,490.12,3,0.7000,12.35,0.111163,5.740067,2
2786,27860,489.85,3,0.7000,12.08,0.108697,5.752144,2
2787,27870,489.68,3,0.7000,11.80,0.106220,5.763946,2
2788,27880,489.39,3,0.7000,11.53,0.103732,5.775472,2
2789,27890,489.29,3,0.7000,11.25,0.101234,5.786720,2
2790,27900,489.08,3,0.7000,10.97,0.098726,5.797689,2
2791,27910,488.81,3,0.7000,10.69,0.096208,5.808379,2
2792,27920,488.60,3,0.7000,10.41,0.093681,5.818788,2
2793,27930,488.57,3,0.7000,10.13,0.091144,5.828915,2
2794,27940,488.43,3,0.7000,9.84,0.088598,5.838759,2
2795,27950,488.07,3,0.7000,9.56,0.086043,5.848320,2
2796,27960,487.88,3,0.7000,9.28,0.083480,5.857595,2
2797,27970,487.49,3,0.7000,8.99,0.080908,5.866585,2
2798,27980,487.39,3,0.7000,8.70,0.078328,5.875288,2
2799,27990,487.14,3,0.7000,8.42,0.075740,5.883704,2
2800,28000,486.98,3,0.7000,8.13,0.073145,5.891831,2
2801,28010,486.83,3,0.7000,7.84,0.070542,5.899669,2
2802,28020,486.73,3,0.7000,7.55,0.067932,5.907217,2
2803,28030,486.57,3,0.7000,7.26,0.065316,5.914474,2
2804,28040,486.43,3,0.7000,6.97,0.062692,5.921440,2
2805,28050,486.19,3,0.7000,6.67,0.060064,5.928113,2
2806,28060,486.07,3,0.7000,6.38,0.057428,5.934494,2
2807,28070,485.83,3,0.7000,6.09,0.054787,5.940582,2
2808,28080,485.78,3,0.7000,5.79,0.052141,5.946375,2
2809,28090,485.67,3,0.7000,5.50,0.049489,5.951874,2
2810,28100,485.48,3,0.7000,5.20,0.046832,5.957078,2
2811,28110,485.35,3,0.7000,4.91,0.044171,5.961986,2
2812,28120,485.27,3,0.7000,4.61,0.041505,5.966597,2
2813,28130,485.01,3,0.7000,4.32,0.038835,5.970912,2
2814,28140,484.82,3,0.7000,4.02,0.036161,5.974930,2
2815,28150,484.65,3,0.7000,3.72,0.033484,5.978650,2
2816,28160,484.42,3,0.7000,3.42,0.030803,5.982073,2
2817,28170,484.22,3,0.7000,3.12,0.028119,5.985197,2
2818,28180,484.05,3,0.7000,2.83,0.025432,5.988023,2
2819,28190,483.93,3,0.7000,2.53,0.022743,5.990550,2
2820,28200,483.79,3,0.7000,2.23,0.020051,5.992778,2
2821,28210,483.57,3,0.7000,1.93,0.017358,5.994707,2
2822,28220,483.40,3,0.7000,1.63,0.014663,5.996336,2
2823,28230,483.37,3,0.7000,1.33,0.011966,5.997665,2
2824,28240,483.07,3,0.7000,1.03,0.009268,5.998695,2
2825,28250,482.90,3,0.7000,0.73,0.006569,5.999425,2
2826,28260,482.78,3,0.7000,0.43,0.003870,5.999856,2
2827,28270,482.77,3,0.7000,0.13,0.001170,5.999986,2
2828,28280,482.54,3,0.7000,-0.17,-0.001530,5.999815,2
2829,28290,482.36,3,0.7000,-0.47,-0.004230,5.999345,2
2830,28300,482.23,3,0.7000,-0.77,-0.006929,5.998575,2
2831,28310,482.11,3,0.7000,-1.07,-0.009628,5.997506,2
2832,28320,481.89,3,0.7000,-1.37,-0.012325,5.996136,2
2833,28330,481.79,3,0.7000,-1.67,-0.015022,5.994467,2
2834,28340,481.74,3,0.7000,-1.97,-0.017717,5.992499,2
2835,28350,481.73,3,0.7000,-2.27,-0.020410,5.990231,2
2836,28360,481.54,3,0.7000,-2.57,-0.023102,5.987664,2
2837,28370,481.45,3,0.7000,-2.87,-0.025791,5.984798,2
2838,28380,481.21,3,0.7000,-3.16,-0.028477,5.981634,2
2839,28390,481.05,3,0.7000,-3.46,-0.031160,5.978172,2
2840,28400,480.97,3,0.7000,-3.76,-0.033841,5.974412,2
2841,28410,480.72,3,0.7000,-4.06,-0.036518,5.970355,2
2842,28420,480.52,3,0.7000,-4.35,-0.039191,5.966000,2
2843,28430,480.30,3,0.7000,-4.65,-0.041860,5.961349,2
2844,28440,480.04,3,0.7000,-4.95,-0.044526,5.956402,2
2845,28450,479.78,3,0.7000,-5.24,-0.047186,5.951159,2
2846,28460,479.47,3,0.7000,-5.54,-0.049842,5.945621,2
2847,28470,479.19,3,0.7000,-5.83,-0.052493,5.939788,2
2848,28480,478.52,3,0.7000,-6.13,-0.055139,5.933662,2
2849,28490,478.13,3,0.7000,-6.42,-0.057779,5.927242,2
2850,28500,477.68,3,0.7000,-6.71,-0.060414,5.920529,2
2851,28510,477.38,3,0.7000,-7.00,-0.063043,5.913525,2
2852,28520,477.11,3,0.7000,-7.30,-0.065665,5.906229,2
2853,28530,476.73,3,0.7000,-7.59,-0.068280,5.898642,2
2854,28540,476.52,3,0.7000,-7.88,-0.070889,5.890765,2
2855,28550,476.35,3,0.7000,-8.17,-0.073491,5.882599,2
2856,28560,476.06,3,0.7000,-8.45,-0.076085,5.874146,2
2857,28570,475.81,3,0.7000,-8.74,-0.078672,5.865404,2
2858,28580,475.49,3,0.7000,-9.03,-0.081251,5.856376,2
2859,28590,475.33,3,0.7000,-9.31,-0.083821,5.847063,2
2860,28600,475.03,3,0.7000,-9.60,-0.086384,5.837464,2
2861,28610,474.88,3,0.7000,-9.88,-0.088938,5.827582,2
2862,28620,474.70,3,0.7000,-10.16,-0.091483,5.817418,2
2863,28630,474.31,3,0.7000,-10.45,-0.094018,5.806971,2
2864,28640,474.13,3,0.7000,-10.73,-0.096544,5.796244,2
2865,28650,473.58,3,0.7000,-11.01,-0.099061,5.785237,2
2866,28660,473.58,3,0.7000,-11.29,-0.101568,5.773952,2
2867,28670,473.29,3,0.7000,-11.56,-0.104064,5.762389,2
2868,28680,472.96,3,0.7000,-11.84,-0.106550,5.750550,2
2869,28690,472.80,3,0.7000,-12.11,-0.109026,5.738436,2
2870,28700,472.67,3,0.7000,-12.39,-0.111491,5.726048,2
2871,28710,472.37,3,0.7000,-12.66,-0.113944,5.713388,2
2872,28720,472.12,3,0.7000,-12.93,-0.116386,5.700456,2
2873,28730,471.96,3,0.7000,-13.20,-0.118816,5.687254,2
2874,28740,471.87,3,0.7000,-13.47,-0.121235,5.673784,2
2875,28750,471.63,3,0.7000,-13.74,-0.123641,5.660046,2
2876,28760,471.37,3,0.7000,-14.00,-0.126035,5.646042,2
2877,28770,471.09,3,0.7000,-14.27,-0.128417,5.631773,2
2878,28780,470.98,3,0.7000,-14.53,-0.130786,5.617242,2
2879,28790,470.67,3,0.7000,-14.79,-0.133141,5.602448,2
2880,28800,470.55,3,0.7000,-15.05,-0.135483,5.587395,2
2881,28810,470.28,3,0.7000,-15.31,-0.137812,5.572083,2
2882,28820,470.14,3,0.7000,-15.57,-0.140127,5.556513,2
2883,28830,469.85,3,0.7000,-15.83,-0.142428,5.540688,2
2884,28840,469.56,3,0.7000,-16.08,-0.144714,5.524608,2
2885,28850,469.51,3,0.7000,-16.33,-0.146986,5.508276,2
2886,28860,469.42,3,0.7000,-16.58,-0.149244,5.491694,2
2887,28870,469.28,3,0.7000,-16.83,-0.151486,5.474862,2
2888,28880,468.99,3,0.7000,-17.08,-0.153713,5.457783,2
2889,28890,468.76,3,0.7000,-17.33,-0.155926,5.440458,2
2890,28900,468.57,3,0.7000,-17.57,-0.158122,5.422889,2
2891,28910,468.32,3,0.7000,-17.81,-0.160303,5.405077,2
2892,28920,468.31,3,0.7000,-18.05,-0.162467,5.387025,2
2893,28930,468.06,3,0.7000,-18.29,-0.164616,5.368735,2
2894,28940,467.96,3,0.7000,-18.53,-0.166748,5.350207,2
2895,28950,467.82,3,0.7000,-18.76,-0.168863,5.331445,2
2896,28960,467.76,3,0.7000,-19.00,-0.170961,5.312449,2
2897,28970,467.51,3,0.7000,-19.23,-0.173042,5.293222,2
2898,28980,467.37,3,0.7000,-19.46,-0.175106,5.273766,2
2899,28990,467.21,3,0.7000,-19.68,-0.177152,5.254082,2
2900,29000,467.20,3,0.7000,-19.91,-0.179181,5.234173,2
2901,29010,467.15,3,0.7000,-20.13,-0.181192,5.214040,2
2902,29020,466.94,3,0.7000,-20.35,-0.183185,5.193686,2
2903,29030,466.68,3,0.7000,-20.57,-0.185159,5.173113,2
2904,29040,466.46,3,0.7000,-20.79,-0.187115,5.152323,2
2905,29050,466.30,3,0.7000,-21.01,-0.189052,5.131317,2
2906,29060,466.03,3,0.7000,-21.22,-0.190970,5.110098,2
2907,29070,465.86,3,0.7000,-21.43,-0.192869,5.088668,2
2908,29080,465.61,3,0.7000,-21.64,-0.194749,5.067029,2
2909,29090,465.55,3,0.7000,-21.85,-0.196609,5.045184,2
2910,29100,465.25,3,0.7000,-22.05,-0.198450,5.023134,2
2911,29110,465.22,3,0.7000,-22.25,-0.200271,5.000882,2
2912,29120,465.06,3,0.7000,-22.45,-0.202072,4.978430,2
2913,29130,464.96,3,0.7000,-22.65,-0.203852,4.955780,2
2914,29140,464.70,3,0.7000,-22.85,-0.205612,4.932934,2
2915,29150,464.65,3,0.7000,-23.04,-0.207352,4.909894,2
2916,29160,464.53,3,0.7000,-23.23,-0.209071,4.886664,2
2917,29170,464.38,3,0.7000,-23.42,-0.210769,4.863245,2
2918,29180,464.16,3,0.7000,-23.61,-0.212446,4.839641,2
2919,29190,463.93,3,0.7000,-23.79,-0.214102,4.815852,2
2920,29200,463.63,3,0.7000,-23.97,-0.215736,4.791881,2
2921,29210,463.61,3,0.7000,-24.15,-0.217348,4.767731,2
2922,29220,463.57,3,0.7000,-24.33,-0.218939,4.743404,2
2923,29230,463.55,3,0.7000,-24.50,-0.220508,4.718904,2
2924,29240,463.14,3,0.7000,-24.67,-0.222056,4.694231,2
2925,29250,462.78,3,0.7000,-24.84,-0.223580,4.669388,2
2926,29260,462.45,3,0.7000,-25.01,-0.225083,4.644379,2
2927,29270,462.24,3,0.7000,-25.17,-0.226563,4.619205,2
2928,29280,461.87,3,0.7000,-25.34,-0.228020,4.593870,2
2929,29290,461.52,3,0.7000,-25.49,-0.229455,4.568375,2
2930,29300,461.38,3,0.7000,-25.65,-0.230866,4.542723,2
2931,29310,461.26,3,0.7000,-25.81,-0.232255,4.516917,2
2932,29320,460.99,3,0.7000,-25.96,-0.233620,4.490959,2
2933,29330,460.80,3,0.7000,-26.11,-0.234962,4.464852,2
2934,29340,460.51,3,0.7000,-26.25,-0.236280,4.438599,2
2935,29350,460.26,3,0.7000,-26.40,-0.237575,4.412202,2
2936,29360,460.02,3,0.7000,-26.54,-0.238846,4.385664,2
2937,29370,459.72,3,0.7000,-26.68,-0.240093,4.358986,2
2938,29380,459.54,3,0.7000,-26.81,-0.241316,4.332173,2
2939,29390,459.27,3,0.7000,-26.95,-0.242515,4.305227,2
2940,29400,459.07,3,0.7000,-27.08,-0.243690,4.278151,2
2941,29410,459.06,3,0.7000,-27.20,-0.244840,4.250946,2
2942,29420,458.90,3,0.7000,-27.33,-0.245966,4.223617,2
2943,29430,458.74,3,0.7000,-27.45,-0.247067,4.196165,2
2944,29440,458.56,3,0.7000,-27.57,-0.248144,4.168593,2
2945,29450,458.23,3,0.7000,-27.69,-0.249196,4.140904,2
2946,29460,458.05,3,0.7000,-27.80,-0.250222,4.113102,2
2947,29470,457.83,3,0.7000,-27.91,-0.251224,4.085188,2
2948,29480,457.77,3,0.7000,-28.02,-0.252201,4.057166,2
2949,29490,457.40,3,0.7000,-28.13,-0.253152,4.029038,2
2950,29500,457.24,3,0.7000,-28.23,-0.254078,4.000807,2
2951,29510,456.97,3,0.7000,-28.33,-0.254979,3.972476,2
2952,29520,456.80,3,0.7000,-28.43,-0.255855,3.944047,2
2953,29530,456.48,3,0.7000,-28.52,-0.256704,3.915525,2
2954,29540,456.18,3,0.7000,-28.61,-0.257528,3.886910,2
2955,29550,455.94,3,0.7000,-28.70,-0.258326,3.858207,2
2956,29560,455.83,3,0.7000,-28.79,-0.259099,3.829419,2
2957,29570,455.50,3,0.7000,-28.87,-0.259845,3.800547,2
2958,29580,455.35,3,0.7000,-28.95,-0.260566,3.771595,2
2959,29590,455.19,3,0.7000,-29.03,-0.261260,3.742566,2
2960,29600,455.10,3,0.7000,-29.10,-0.261929,3.713463,2
2961,29610,454.88,3,0.7000,-29.17,-0.262571,3.684289,2
2962,29620,454.73,3,0.7000,-29.24,-0.263187,3.655046,2
2963,29630,454.52,3,0.7000,-29.31,-0.263776,3.625737,2
2964,29640,454.37,3,0.7000,-29.37,-0.264339,3.596366,2
2965,29650,454.21,3,0.7000,-29.43,-0.264876,3.566935,2
2966,29660,454.01,3,0.7000,-29.49,-0.265386,3.537448,2
2967,29670,453.76,3,0.7000,-29.54,-0.265870,3.507907,2
2968,29680,453.61,3,0.7000,-29.59,-0.266327,3.478315,2
2969,29690,453.42,3,0.7000,-29.64,-0.266758,3.448675,2
2970,29700,453.43,3,0.7000,-29.68,-0.267162,3.418991,2
2971,29710,453.38,3,0.7000,-29.73,-0.267539,3.389264,2
2972,29720,453.12,3,0.7000,-29.77,-0.267889,3.359499,2
2973,29730,452.94,3,0.7000,-29.80,-0.268213,3.329698,2
2974,29740,452.71,3,0.7000,-29.83,-0.268509,3.299863,2
2975,29750,452.51,3,0.7000,-29.86,-0.268779,3.269999,2
2976,29760,452.50,3,0.7000,-29.89,-0.269022,3.240108,2
2977,29770,452.36,3,0.7000,-29.92,-0.269238,3.210192,2
2978,29780,452.03,3,0.7000,-29.94,-0.269428,3.180256,2
2979,29790,451.91,3,0.7000,-29.95,-0.269590,3.150302,2
2980,29800,451.56,3,0.7000,-29.97,-0.269725,3.120332,2
2981,29810,451.26,3,0.7000,-29.98,-0.269833,3.090351,2
2982,29820,451.07,3,0.7000,-29.99,-0.269915,3.060360,2
2983,29830,450.93,3,0.7000,-30.00,-0.269969,3.030364,2
2984,29840,450.76,3,0.7000,-30.00,-0.269996,3.000364,2
2985,29850,450.68,3,0.7000,-30.00,-0.269997,2.970365,2
2986,29860,450.39,3,0.7000,-30.00,-0.269970,2.940368,2
2987,29870,450.23,3,0.7000,-29.99,-0.269917,2.910377,2
2988,29880,449.86,3,0.7000,-29.98,-0.269836,2.880395,2
2989,29890,449.80,3,0.7000,-29.97,-0.269728,2.850426,2
2990,29900,449.56,3,0.7000,-29.95,-0.269594,2.820471,2
2991,29910,449.35,3,0.7000,-29.94,-0.269432,2.790534,2
2992,29920,448.92,3,0.7000,-29.92,-0.269244,2.760618,2
2993,29930,448.76,3,0.7000,-29.89,-0.269028,2.730726,2
2994,29940,448.42,3,0.7000,-29.87,-0.268786,2.700861,2
2995,29950,448.15,3,0.7000,-29.84,-0.268517,2.671026,2
2996,29960,447.96,3,0.7000,-29.80,-0.268221,2.641223,2
2997,29970,447.76,3,0.7000,-29.77,-0.267898,2.611457,2
2998,29980,447.57,3,0.7000,-29.73,-0.267548,2.581730,2
2999,29990,447.41,3,0.7000,-29.69,-0.267172,2.552044,2
3000,30000,447.09,3,0.7000,-29.64,-0.266769,2.522403,2
3001,30010,446.89,3,0.7000,-29.59,-0.266339,2.492810,2
3002,30020,446.70,3,0.7000,-29.54,-0.265882,2.463267,2
3003,30030,446.54,3,0.7000,-29.49,-0.265399,2.433779,2
3004,30040,446.20,3,0.7000,-29.43,-0.264890,2.404346,2
3005,30050,445.94,3,0.7000,-29.37,-0.264354,2.374974,2
3006,30060,445.60,3,0.7000,-29.31,-0.263791,2.345663,2
3007,30070,445.36,3,0.7000,-29.24,-0.263202,2.316419,2
3008,30080,445.05,3,0.7000,-29.18,-0.262587,2.287242,2
3009,30090,445.05,3,0.7000,-29.11,-0.261946,2.258137,2
3010,30100,444.99,3,0.7000,-29.03,-0.261278,2.229106,2
3011,30110,444.78,3,0.7000,-28.95,-0.260584,2.200153,2
3012,30120,444.59,3,0.7000,-28.87,-0.259864,2.171279,2
3013,30130,444.25,3,0.7000,-28.79,-0.259119,2.142488,2
3014,30140,443.98,3,0.7000,-28.71,-0.258347,2.113783,2
3015,30150,443.75,3,0.7000,-28.62,-0.257549,2.085166,2
3016,30160,443.66,3,0.7000,-28.53,-0.256726,2.056641,2
3017,30170,443.44,3,0.7000,-28.43,-0.255877,2.028210,2
3018,30180,443.40,3,0.7000,-28.33,-0.255002,1.999877,2
3019,30190,443.04,3,0.7000,-28.23,-0.254102,1.971643,2
3020,30200,443.00,3,0.7000,-28.13,-0.253177,1.943512,2
3021,30210,442.80,3,0.7000,-28.03,-0.252226,1.915487,2
3022,30220,442.69,3,0.7000,-27.92,-0.251250,1.887571,2
3023,30230,442.40,3,0.7000,-27.81,-0.250249,1.859765,2
3024,30240,442.25,3,0.7000,-27.69,-0.249223,1.832074,2
3025,30250,441.89,3,0.7000,-27.57,-0.248171,1.804499,2
3026,30260,441.72,3,0.7000,-27.46,-0.247096,1.777044,2
3027,30270,441.44,3,0.7000,-27.33,-0.245995,1.749711,2
3028,30280,441.21,3,0.7000,-27.21,-0.244870,1.722503,2
3029,30290,441.11,3,0.7000,-27.08,-0.243720,1.695423,2
3030,30300,441.01,3,0.7000,-26.95,-0.242546,1.668474,2
3031,30310,440.78,3,0.7000,-26.82,-0.241348,1.641658,2
3032,30320,440.67,3,0.7000,-26.68,-0.240125,1.614977,2
3033,30330,440.26,3,0.7000,-26.54,-0.238879,1.588435,2
3034,30340,440.20,3,0.7000,-26.40,-0.237608,1.562034,2
3035,30350,439.74,3,0.7000,-26.26,-0.236314,1.535777,2
3036,30360,439.54,3,0.7000,-26.11,-0.234996,1.509666,2
